26,0.001999,0.001999
42,0.21989,0.001999
53,0.436782,0.001999
54,0.001999,0.001999
72,0.001999,0.001999
75,0.578211,0.001999
83,0.001999,0.001999
91,1.012994,0.001999
93,0.001999,0.001999
113,0.001999,0.001999
129,0.001999,0.001999
133,0.001999,0.001999
163,0.001999,0.001999
168,0.001999,0.001999
180,0.001999,0.001999
192,0.578211,0.001999
193,0.001999,0.001999
197,0.001999,0.001999
205,0.001999,0.001999
273,0.001999,0.001999
275,0.001999,0.001999
283,0.578211,0.001999
291,0.001999,0.001999
292,0.001999,0.001999
293,0.001999,0.001999
302,0.001999,0.001999
313,0.001999,0.001999
319,0.001999,0.001999
326,0.001999,0.001999
328,0.001999,0.001999
331,0.001999,0.001999
336,0.001999,0.001999
339,0.001999,0.001999
342,0.001999,0.001999
344,0.001999,0.001999
346,0.001999,0.001999
351,0.001999,0.001999
368,0.001999,0.001999
373,0.578211,0.001999
375,0.001999,0.001999
378,0.001999,0.001999
383,0.001999,0.001999
430,0.001999,0.001999
442,0.001999,0.001999
460,0.001999,0.001999
463,0.001999,0.001999
465,0.001999,0.001999
477,0.001999,0.001999
486,0.001999,0.001999
494,0.001999,0.001999
499,0.001999,0.001999
500,0.001999,0.001999
503,0.001999,0.001999
508,0.001999,0.001999
514,0.001999,0.001999
529,0.001999,0.001999
539,0.001999,0.001999
540,0.001999,0.001999
542,0.001999,0.001999
546,0.001999,0.001999
555,0.001999,0.001999
561,0.001999,0.001999
564,0.001999,0.001999
596,0.001999,0.001999
599,0.001999,0.001999
625,0.001999,0.001999
674,0.001999,0.001999
682,0.001999,0.001999
684,0.001999,0.001999
697,0.001999,0.001999
702,0.001999,0.001999
719,0.001999,0.001999
720,0.001999,0.001999
725,0.001999,0.001999
729,0.001999,0.001999
762,0.001999,0.001999
767,0.001999,0.001999
788,0.001999,0.001999
807,0.001999,0.001999
808,0.001999,0.001999
825,0.001999,0.001999
835,0.001999,0.001999
849,0.001999,0.001999
852,0.001999,0.001999
853,0.001999,0.001999
860,0.001999,0.001999
862,0.001999,0.001999
875,0.001999,0.001999
880,0.001999,0.001999
893,0.001999,0.001999
894,0.001999,0.001999
904,0.001999,0.001999
909,0.001999,0.001999
921,0.001999,0.001999
925,0.001999,0.001999
938,0.001999,0.001999
943,0.001999,0.001999
974,0.001999,0.001999
982,0.001999,0.001999
995,0.001999,0.001999
1002,0.001999,0.001999
1016,0.001999,0.001999
1019,0.001999,0.001999
1023,0.001999,0.001999
1029,0.001999,0.001999
1044,0.001999,0.001999
1046,0.147426,0.001999
1048,0.436782,0.001999
1049,0.001999,0.001999
1055,0.001999,0.001999
1063,0.001999,0.001999
1068,0.001999,0.001999
1086,0.001999,0.001999
1089,0.001999,0.001999
1090,0.001999,0.001999
1094,0.001999,0.001999
1096,0.001999,0.001999
1104,0.578211,0.001999
1107,0.001999,0.001999
1115,0.001999,0.001999
1137,0.001999,0.001999
1147,0.001999,0.001999
1158,0.001999,0.001999
1159,0.001999,0.001999
1160,0.001999,0.001999
1163,0.001999,0.001999
1173,0.001999,0.001999
1176,0.001999,0.001999
1183,0.436782,0.001999
1185,0.001999,0.001999
1203,0.001999,0.001999
1207,0.001999,0.001999
1223,0.001999,0.001999
1235,0.578211,0.001999
1242,0.001999,0.001999
1244,0.001999,0.001999
1250,0.436782,0.001999
1251,0.001999,0.001999
1257,0.001999,0.001999
1260,0.001999,0.001999
1267,0.001999,0.001999
1307,0.001999,0.001999
1309,0.001999,0.001999
1313,0.578211,0.001999
1339,0.001999,0.001999
1362,0.578211,0.001999
1363,0.001999,0.001999
1365,0.001999,0.001999
1381,0.001999,0.001999
1391,0.001999,0.001999
1395,0.001999,0.001999
1402,0.001999,0.001999
1409,0.001999,0.001999
1411,0.001999,0.001999
1423,0.001999,0.001999
1428,0.001999,0.001999
1446,0.001999,0.001999
1464,0.578211,0.001999
1468,0.001999,0.001999
1470,0.436782,0.001999
1473,0.001999,0.001999
1486,0.001999,0.001999
